Aboard,Total Death,Date,Fatalities,Flight #,Ground,Location - Split 1,Location - Split 2,Location - Split 3,Location,Number of Records,Operator,Registration,Route,Summary,Time,Type,cn/In
189,1,24-12-1999,1,814,0,Amritsar,India / Kandahar,Afghanistan,"Amritsar, India / Kandahar, Afghanistan",1,Indian Airlines,VT-EDW,Kathmandu - New Delhi,"The plane was hijacked and subsequently flown to Amritsar, India, Lahore, Pakistan, al-Minhar Air Base, Dubai and Kandahar, Afghanistan. The hijacking lasted 7 days. One crewmember was killed.",,Airbus A300B2-101,036
22,22,25-12-1999,22,310,0,Bejuma,Venezuela,,"Bejuma, Venezuela",1,Cubana de Aviacion,CU-T1285,Havana - Valencia,"While on approach, after circling for 40 minutes and 5 miles from Valencia Airport,  the aircraft crashed into the Tocuyito mountain range and exploded in flames. The airport at Valencia was being used as operations at Simon Bolivar International Airport, Caracas had been disrupted by flooding in the region.",30-12-1899 20:15:00,Yakovlev YAK-42D,4520424914068
10,10,25-12-1999,10,,0,Near Simara,Nepal,,"Near Simara, Nepal",1,Skyline Airways,9N-AFL,Simara - Kathmandu,The aircraft crashed 5 minutes after taking off from Simara.  The aircraft was observed not following the usual route into the mountains.,30-12-1899 15:02:00,de Havilland Canada DHC-6 Twin Otter,796
6,6,29-12-1999,6,,0,Near Zonguldak,Turkey,,"Near Zonguldak, Turkey",1,Ecuato Guineana de Aviacion,3C-JJI,"Kiev, Russia - Tehran, Iran",While on a positioning flight the aircraft crashed into the Black Sea after stating they were diverting to Ankara Turkey.,,Antonov 28,
16,2,05-01-2000,1,,1,Abuja,Nigeria,,"Abuja, Nigeria",1,Skypower Express Airways,5N-AXL,Lagos - Abuja,During a visual approach the aircraft stalled and pancaked 400 ft. short of the runway.,,Embraer 110P1A Bandeirante,110-455
10,10,10-01-2000,10,498,0,Niederhasli,Switzerland,,"Niederhasli, Switzerland",1,Crossair,HB-AKK,Zürich - Dresden,"The aircraft crashed shortly after taking off, 8 km from the airport in light rain. After departing, the captain turned the aircraft to the right instead of to the left. The first officer advised the captain he should be turning right and ATC also asked about the direction taken. ATC then cleared the aircraft for a right turn. Soon after, the pitch decreased rapidly accompanied by a marked speed increase and plane entered a high speed, high-rate, spiral descent and crashed into an open field. The flight crew reacted inappropriately to the change in departure clearance SID ZUE 1Y by ATC. The first officer made an entry in the FMS, without being instructed to do so by the commander, which related to the change to the SID ZUE 1 standard instrument departure. In doing so, he omitted to select a turn direction. The captain dispensed with use of the autopilot under instrument flight conditions and during the work-intensive climb phase of the flight. The captain took the aircraft into a spiral dive to the right because, with a probability bordering on certainty, he had lost spatial orientation. The first officer took only inadequate measures to prevent or recover from the spiral dive.",30-12-1899 17:54:00,Saab 340B,213
41,22,13-01-2000,22,,0,Off Marsa el-Brega,Libya,,"Off Marsa el-Brega, Libya",1,Avisto,HB-AAM,Tripoli IAP - Marsa el-Brega,"The aircraft was on a flight from Tripoli to Marsa el-Brega Libya ferrying oil workers. As the twin engine plane approached Marsa El-Brega, the crew experienced a double engine failure and ditched into the sea. Failure of the crew to use the anti-icing system which led to the ingestion of melting ice into both engines causing failure of both engines.",30-12-1899 12:38:00,Shorts 360-300,SH-3763
20,5,15-01-2000,5,,0,San Jose,Costa Rica,,"San Jose, Costa Rica",1,TACA,YS-09-C,San Jose - Tortuguero,The aircraft was not able to maintain altitude after taking off and crashed into a house. The aircraft was overloaded. Lack of safety instruction to passengers. Flaps not properly selected. Took off with out clearance.,30-12-1899 13:10:00,Let 410UVP-E,861620
4,4,25-01-2000,4,,0,Near Ankara,Turkey,,"Near Ankara, Turkey",1,Top Air - Air Taxi,,Ankara - Istanbul,"The aircraft crashed near a pond 25 km from Cubuk, 20 minutes after taking off. Failure to use de-icing and poor weather was to blame.",30-12-1899 18:09:00,Beechcraft King Air C90,
179,169,30-01-2000,169,431,0,Off Abidjan,Ivory Coast,,"Off Abidjan, Ivory Coast",1,Kenya Airways,5Y-BEN,Abidjan - Lagos,"The aircraft crashed into the AtlantiOcean three minutes after taking off from Felix Houphouet-Boigny Airport.  A few seconds after lifting off the ground the stall warning sounded and continued for about 20 seconds until it was manually turned off by the crew. Three seconds later the plane impacted the water. The pilot's response to an alarm that inaccurately indicated the plane had stalled. The pilot failed to complete established procedure for such an emergency. Takeoff conditions also contributed to the accident, which occurred at night, hampering the crew's ability to judge the plane's distance from the sea.",30-12-1899 21:08:00,AirbusA310-304,426
24,24,19-04-2000,24,,0,Pepa,Congo,,"Pepa ,Congo",1,Military - Centrafricain Airlines,TL-ACM,"Pepa, Congo - Kigali, Rwanda","The military flight crashed after losing its engines after striking birds,unable to return to land.",,Antonov AN-8,9340706
15,14,02-07-2000,14,,0,Off Cagayancillo,Philippines,,"Off Cagayancillo, Philippines",1,Military - Philippine Air Force,N286,Cagayancillo - Puerto Princesa,"Engine problems forced the pilot to return to the airport. However, he overshot the runway and crashed into the sea. One passenger was rescued by fishermen. Major General Santiago Madrid, chief of the southwestern military command, killed.",30-12-1899 10:50:00,GAF Nomad N-22C,86
88,88,31-01-2000,88,261,0,Off Point Mugu,California,,"Off Point Mugu, California",1,Alaska Airlines,N963AS,Puerto Vallarta - San Francisco,"The aircraft crashed into the PacifiOcean south of Point Mugu in 650 ft. feet of water while en route from Puerto Vallarta to San Francisco. Radio transmissions from the plane indicated the pilots were struggling with a jammed stabilizer for the last 11 minutes of the flight before nose-diving into the sea. While preparing to make an emergency landing at Los Angeles International Airport control was lost and the MD-83 was seen in a nose-down attitude, spinning and tumbling in a continuous roll, inverted, before it impacted the sea.  Loss of airplane pitch control resulting from in-flight failure of the horizontal stabilizer trim system jackscrew assembly's acme nut thread. The component failed because of excessive wear resulting from Alaska Airlines' insufficient lubrication of the jackscrew assembly. Contributing to the accident were Alaska Airlines' extended lubrication interval and the Federal Aviation Administration's approval of that extension, which increased the likelihood that a missed or inadequate lubrication would result in excessive wear of the acme nut threads and Alaska Airlines' extended end play check interval and the FAA's approval of that extension, which allowed the excessive wear of the acme nut threads to progress to failure without the opportunity for detection. Also contributing to the accident was the absence on the McDonnell Douglas MD-80 of a fail-safe mechanism to prevent the catastrophieffects of total acme nut thread loss. Cynthia Oti, radio financial talk show host, Dean Forshee, guitarist, Jean Gandesberry, columnist, Tom Stockley, columnist were among those killed.",30-12-1899 16:21:00,McDonnell Douglas MD-83,53077/1995
8,8,02-02-2000,8,,0,Tehran,Iran,,"Tehran, Iran",1,Military - IslamiRepubliof Iran Air Force,,Training,Crashed on take off.,,Lockheed C-130 Hercules,
6,6,05-02-2000,6,,0,Iliamna,Alaska,,"Iliamna, Alaska",1,"Air Taxi - Iliamna, Air Taxi Inc.",N756HG,"Ilianma, AK - Koliganek, AK","The airplane impacted level terrain, covered by smooth, wind-blown, snow, in a left bank of 26 degrees or greater. The pilot's attempted flight into adverse weather, and his failure to maintain altitude/clearance above the snow-covered tundra. Factors associated with the accident were snow, rain, and whiteout conditions.",30-12-1899 16:00:00,Cessna U206G,U20604099
3,3,16-02-2000,3,17,0,Sacramento,California,,"Sacramento, California",1,Emery Worldwide,N8079U,"Sacramento, CA - Dayton, OH",The cargo plane lost altitude after taking off and crashed into a auto salvage yard and burned. A loss of pitch control resulting from the disconnection of the right elevator control tab. The disconnection was caused by the failure to properly secure and inspect the attachment bolt.,30-12-1899 19:50:00,McDonnell Douglas DC-8-71F,45947/341
142,0,05-03-2000,0,1455,0,Burbank,Calilfornia,,"Burbank, Calilfornia",1,Southwest Airlines,N668SW,Las Vegas - Burbank,"While attempting to land at Burbank Airport, the plane overran the runway, collided with a metal blast fence and an airport perimeter wall and came to rest on a city street near a gas station. The plane touched down at 182 knots, 2,150 feet past the runway threshold, too fast and too far down the runway for the plane to stop in time.  In the accident sequence,  the nose gear collapsed, the forward service door (1R) escape slide inflated inside the airplane and  the forward dual flight attendant jumpseat, which was occupied by two flight attendants, partially collapsed. Two passengers sustained serious injuries and 41 passengers and the captain sustained minor injuries. The flightcrew's excessive airspeed and flight path angle during the approach and landing and its failure to abort the approach when stabilized approach criteria were not met. Contributing to the accident was the controller's positioning of the airplane in such a manner as to leave no safe options for the flightcrew other than a go-around maneuver.",30-12-1899 18:11:00,Boeing B-737-3T5,23060/1069
9,9,09-03-2000,9,,0,Moscow,Russia,,"Moscow, Russia",1,Vologodskiye Airlines,RA-88170,Moscow - Kiev,"The aircraft climbed to an altitude of about 100 ft., stalled, lost control and crashed. Ice build up on the wings. Flaps incorrectly set.",30-12-1899 08:40:00,Yakovlev YAK-40,9620847
2,2,17-03-2000,2,,0,Ennadai Lake,Canada,,"Ennadai Lake, Canada",1,Points North Air Services,C-FNTF,"Points North Landing, SK - Ennadai Lake","After lifting off the cargo plane entered a steep, nose-up attitude, banked to the left, and crashed. The pilot lost control of the aircraft while conducting a go-around from a aborted landing on the ice strip.  The aircraft's center of gravity on the accident flight was beyond the aft C of G limit. The crew did not recalculate the aircraft's weight and balance for the second flight. Leaks in the heater shroud allowed carbon monoxide gas to contaminate cockpit and cabin air.",30-12-1899 12:31:00,Douglas C-47A-5-DK,12344
10,10,17-03-2000,10,,0,Near Kuna Yala,Panama,,"Near Kuna Yala, Panama",1,Aeroperlas,HP-1267APP,Panama City - Puerto Obaldia,"Crashed into a jungle mountainside 15 miles short of its destination while en route. The wreckage was found at the 2,500 ft. level of a 2,790 ft. mountain.  Weather was poor at the time.",30-12-1899 09:30:00,de Havilland Canada DHC-6 Twin Otter 300,624
,,22-03-2000,,,,Herreira,Spain,,"Herreira, Spain",1,Military - Ejército del Aire,TM-12D-73,Sevilla - Herreira,Crashed while attempting to land in poor weather.,,CASA 212-DE Aviocar 200,314
8,8,24-03-2000,6,,2,Kadirana,Sri Lanka,,"Kadirana, Sri Lanka",1,Sky Cabs,RA-11302,Bangkok - Colombo,"The pilot -in-command made two requests to land because he was low on fuel. While attempting to land, he ran out of fuel and crashed short of the runway. The Cargo plane broke into four parts and crashed into houses.",30-12-1899 18:04:00,Antonov AN-12 (freighter),8346004
33,3,25-03-2000,3,,0,Huambo,Angola,,"Huambo, Angola",1,Uralex,D2-MAJ,Huambo - Luanda,"The aircraft, leased from a Ukrainian company, overran they runway and crashed into a ditch after an aborted takeoff.",,Antonov AN-32,ZZX3201
1,1,01-04-2000,1,,0,Near Gualeguaychu,Argentina,,"Near Gualeguaychu, Argentina",1,Taxval,LV-ZSR,,Crashed shortly after taking off in fog. The pilot was not qualified to fly in IFR conditions.,30-12-1899 08:00:00,Cessna 208 Caravan,208-00311
3,,23-06-2000,3,,,Boca Raton,Florida,,"Boca Raton, Florida",1,Universal Jet Aviation,N220JC,Boca Raton - Fort Pierce,Shortly after takeoff the aircraft impacted another plane and crashed to the ground. The failure of the pilot's of both airplanes to maintain a visual lookout while climbing and maneuvering resulting in an in-flight collision and subsequent collision with residences and terrain.,30-12-1899 11:41:00,Learjet 55,55-050
131,131,19-04-2000,131,541,0,Samal Island,Philippines,,"Samal Island, Philippines",1,Air Philippines,RP-C3010,Manila - Davao,"The aircraft circled Davao airport in an attempt to land but crashed onto a coconut plantation on the mountainous Samal Island. The plane aborted a previous landing attempt because another plane was on the runway. Weather and visibility were good in the area but the landing attempt may have been hampered by low-lying clouds. The last message from the crew was that they were 7 miles from the airport on final approach. Nothing more was heard from the plane. The aircraft disintegrated upon impact near Mt. Kalangan. The elevation of the accident site was about 500 feet above sea level but the plane should have been at a altitude of 1,500 feet.",30-12-1899 07:02:00,Boeing B-737-2H4,21447/508
4,4,29-04-2000,4,,0,Bapi,Papua New Guinea,,"Bapi, Papua New Guinea",1,North Coast Aviation,P2-ISA,,,,Britten-Norman BN-2A-20 Islander,703
5,2,02-05-2000,2,,0,Lyon Satolas,France,,"Lyon Satolas, France",1,Northern Executive Aviation,G-MURI,,"During a landing attempt the crew shut down No. 1 engine and declared an emergency. The plane was told to divert to Lyon Satolas. Power was applied to the remaining engine and the plane banked to the left causing the wing to touch the ground, crash and catch fire. Loss of yaw and roll control which appears to be due to the failure to monitor flight symmetry at the time of the thrust increase on the right engine.",30-12-1899 14:39:00,Learjet 35A,35-646
1,1,03-05-2000,1,,0,Kurupung,Guyana,,"Kurupung, Guyana",1,Trans Guyana Airways,8R-GAC,,The cargo plane crashed into a cloud covered mountain.,,Britten-Norman BN-2A-9 Islander,694
6,6,10-05-2000,6,,0,Kaunakakai,Hawaii,,"Kaunakakai, Hawaii",1,Price Aircraft Company,N241H,Kahului - Hoolehua,While on approach the charter flight hit the ridge of a mountain. Inadequate crew coordination led to the captain's decision to discontinue the instrument approach procedure and initiate a maneuvering descent solely by visual references at night in an area of mountainous terrain. The crew failed to review the instrument approach procedure and the copilot failed to provide accurate information regarding terrain clearance and let down procedures during the instrument approach.,30-12-1899 20:30:00,Rockwell Sabreliner 65,465-5
10,3,17-05-2000,3,,0,Moanda,Gabon,,"Moanda, Gabon",1,Avirex,TR-LFK,Libreville - Moanda,The charter flight crashed while on approach in fog and mist.,30-12-1899 09:47:00,Beechcraft 1900C-1,UC-133
19,19,21-05-2000,19,,0,Near Wilkes-Barre,Pennsylvania,,"Near Wilkes-Barre, Pennsylvania",1,Executive Airlines,N16EJ,AtlantiCity - Wilkes-Barre,"The plane crashed into a heavily wood area  as it was making a second approach to Wilkes-Barre/Scranton International Airport. Visibility was poor in wind, low clouds and light rain.  While attempting the second approach, the pilot reported both engines had quit but restarted one of them before the plane crashed. Investigation revealed indications of rotation on the left engine at the time of impact but the power level was not known. The right engine and propellers exhibited little or no rotation at the time of impact. Failure of the crew to ensure an adequate supply of fuel for the flight, which led to the stoppage of the right engine due to fuel exhaustion and the intermittent stoppage of the left engine.  Failure of the crew to monitor the plane's fuel state and the flightcrews failure to maintain directional control after the initial stoppage.",30-12-1899 11:28:00,BAe Jetstream 3101-31,834
298,1,25-05-2000,1,812,0,Near Manila,Philippines,,"Near Manila, Philippines",1,Philippine Air Lines,F-OHZN,Davao - Manila,"A hijacker robbed passengers, jumped out of the plane with a homemade parachute and was killed in the jump.",,Airbus A.330-301,
2,1,25-05-2000,1,200,0,Paris,France,,"Paris, France",1,Streamline,G-SSWN,Paris - London,Midair collision with a MD-83 after taxing on the runway.,30-12-1899 02:50:00,Shorts 330-200,SH-3064
8,8,31-05-2000,8,904,0,Off Whyalla,Australia,,"Off Whyalla, Australia",1,Whyalla Airlines,VH-MZK,Adelaide - Whyalla,"En route and descending at Whyalla,  at 6,000 ft., the pilot transmitted a MAYDAY, reporting that both engines of the aircraft had failed, that there were eight persons on board and that he was going to have to ditch the aircraft, but was trying to reach Whyalla. Three minutes later he reported his position 15 nm off the coast of Whyalla. No further transmissions were heard from the plane and the wreckage was found in Spencer Gulf the next morning. Malfunction of both engines due to the failure of components of the engines. A fractured connecting rod in the left engine led the pilot to increase the power setting in the right engine, leading to the No. 6 piston being holed in the right engine.",30-12-1899 19:05:00,Piper PA-31-350 Navajo,31-8152180
52,7,05-06-2000,7,200,0,Accra,Ghana,,"Accra, Ghana",1,Ghana Airlink,G-524,Tamale - Accra,"The plane made a hard landing, short of the runway and broke in two during a heavy rainstorm.",30-12-1899 11:35:00,Fokker F-27 Friendship 600,10535
5,5,14-06-2000,5,,0,Liverpool,England,,"Liverpool, England",1,ANT Air Taxi,G-BMBC,Ronaldsway - Liverpool,"Engaged in an air ambulance operation, the plane crashed into the sea, in the estuary of the River Mersey, 0.8  nm from Liverpool Airport while on approach to land.  The pilot lost control of the aircraft at a late stage of the approach due either to disorientation, distraction, incapacitation, or a combination of these conditions.",30-12-1899 09:50:00,Piper PA-31-350 Navajo,31-7652172
4,4,21-06-2000,4,,0,Cuiaba,Brazil,,"Cuiaba, Brazil",1,Air taxi - Jao Air Taxi,PT-LGL,Cuiaba - Rondonopolis,"Fifteen minutes into the flight under foggy conditions and low ceiling, the aircraft entered a sharp descent and struck a tree and the ground.",30-12-1899 07:15:00,Beech Baron,
44,51,22-06-2000,44,343,7,Shitai,China,,"Shitai, China",1,Wuhan Airlines,B-3479,Enshi - Wuhan,"The plane was attempting to land at Whuan's Wanjiatun Airport in thunderstorms and heavy rain when it was struck by lightning causing it to explode and crash. Half of the plane crashed into a farmhouse and the other half crashed near a dike on the Hanjiang River near the village of Shitai, 15 miles from Wuhan. Seven people aboard a boat on the southern bank of the river were killed when they were swept into the river by the impact of the crash.",30-12-1899 15:16:00,Xian Yunshuji Y-7-100C,06708
5,5,27-06-2000,5,,0,Off Shimano,Japan,,"Off Shimano, Japan",1,Military - Japanese Air Self-Defence Force,88-1027,Training,Crashed into the sea during a test flight.,,Kawasaki C-1A,8027
19,19,08-07-2000,19,7831,0,Near Villahermosa,Mexico,,"Near Villahermosa, Mexico",1,Aerocaribe,N912FJ,Tuxtla Gutierrez - Villahermosa,"The plane crashed into a heavily forested area 42 miles southeast of Villahermosa. There was fog and rain in the area  at the time.  Flying VFR, deviation to avoid weather resulted in spatial disorientation of the crew which led to descending below a safe flying altitude to clear high ground.",30-12-1899 19:50:00,British Aerospace  BAe Jetstream 32EP,912
19,13,09-07-2000,13,,0,Villavicencio,Colombia,,"Villavicencio, Colombia",1,CORAL Colombia,HK-851P,Villavicencio - Mitu,"The cargo plane had 19 people aboard when it crashed into a farm after losing the No. 2 engine, two minutes after taking off from Villavicencio.",30-12-1899 08:37:00,Curtiss C-46A-60-CS,383
3,1,13-07-2000,1,,0,Raleigh,North Carolina,,"Raleigh, North Carolina",1,Win Win Aviation,N201RH,"Hinckley, IL - Louisburg, NC","The plane, on a positioning flight crashed into rugged woods during an approach to land. The pilot's continued VFR flight into IMC conditions, by failing to maintain altitude, and descending from VFR conditions into IMC, which resulted in him subsequently impacting with trees. Factors in this accident were: reduced visibility due to dark night and fog. An additional factor was the pilot was not certified for instrument flight.",30-12-1899 00:34:00,de Havilland Canada DHC-6 Twin Otter 200,163
58,60,17-07-2000,55,7412,5,Patna,India,,"Patna, India",1,Indian Airlines/Alliance Airlines,VT-EGD,Calcutta - Patna - Lucknow - New Delhi,"While attempting to land at Patna, the aircraft was too high and the crew attempted a go-around. During the second landing attempt, the aircraft was again high, veered to left and lost altitude until it crashed into houses in the Gardanibagh district and burst into flames. The cause of the accident was loss of control of the aircraft due to crew error. The crew did not followed the correct approach procedure, which resulted in the aircraft being high on approach. The crew then initiated a 'go-around procedure' instead of an 'approach to stall recovery procedure' resulting in an actual stall of the aircraft, loss of control and subsequent impact with the ground.",30-12-1899 07:34:00,Boeing B-737-2A8 Advanced,22280/671
2,2,19-07-2000,2,9807,0,Linneus,Maine,,"Linneus, Maine",1,Airwave Transport,C-GNAK,Moncton - Montreal,"After declaring an emergency the cargo plane crew requested the nearest airport. The aircraft soon after descended out of control and crashed on the eastern side of the Meduxnekeag River. The pilot-in-command's failure to maintain minimum control airspeed, which resulted in a loss of control. Factors in this accident were clouds, and a loss of engine power for undetermined reasons, while in cruise flight above the airplane's single engine service ceiling.",30-12-1899 00:30:00,Grumman G-159 Gulfstream I,154
2,2,20-07-2000,2,,0,Nassau,Bahamas,,"Nassau, Bahamas",1,Allied Air Freight,N54AA,,The cargo plane lost an engine on takeoff lost altitude and crashed 2 miles east of the airport.,30-12-1899 13:12:00,Douglas C-47A-10-DK,12475
7,7,21-07-2000,7,,0,Maui,Hawaii,,"Maui, Hawaii",1,Blue Hawaiian Helicopters,N510TG,Sight seeing,"The helicopter, on a sightseeing tour, crashed into mountains on the western slopes of Maui at an elevation of 2,850 feet inclement weather.",30-12-1899 10:20:00,Aerospatiale AS355-F1,5168
109,113,25-07-2000,109,4590,4,Gonesse,France,,"Gonesse, France",1,Air France,F-BTSC,Paris - New York City,"The aircraft struggled to gain altitude after taking off from Charles de Gaulle airport. The pilot reported the No. 2 engine failed and struggled to steer towards Le Bourget airfield as smoke and fire trailed the jet's left wing.   The plane was unable to gain altitude, went nose high, stalled and crashed into a small hotel complex.  A metal strip left on the runway by another plane gashed one of the Concorde's tires which blew out sending a piece of rubber into the underside of the wing which sent a shockwave which ruptured a seam in the fuel tank. An electrical severed by another piece of rubber sparked which ignited leaking fuel ignited and started an uncontrollable fire. Power was lost to the No. 1 and No. 2 engines which led to loss of control of the aircraft and subsequent crash. Investigation revealed the metal strip was probably a thrust reverser part from Continental Airlines DC-10-30 , registered N13067 which departed Paris as Flight 055 to Newark. This is the first crash of a Concorde in aviation history.",30-12-1899 16:44:00,Aerospatiale BAe Concorde 101,203
13,13,26-07-2000,13,,0,Mafraq,Jordan,,"Mafraq, Jordan",1,Military - Royal Jordanian Air Force,348,,Crashed on a training flight.,,Lockheed C-130H Hercules,4073
25,25,27-07-2000,25,,0,Jodhura,Nepal,,"Jodhura, Nepal",1,Royal Nepal Airlines,9N-ABP,Bajhang - Dhangadhi,"The aircraft crashed into the Churia mountain range at 4,300 ft., 20 minutes into a 30 minute flight to Dhangadhi in rain and fog.",30-12-1899 10:31:00,de Havilland Canada DHC-6 Twin Otter 300,654
6,6,02-08-2000,6,,0,Cubatao,Brazil,,"Cubatao, Brazil",1,Air taxi - Lider Air Taxi,PT-HRD,Cubatao - Navegantes,"The helicopter exploded and crashed from a height of 1,000 ft.",30-12-1899 08:45:00,Sikorsky S-76,
14,14,06-08-2000,14,,0,Puerto Montt,Chile,,"Puerto Montt, Chile",1,Military - Fuerza Aérea de Chile,230,Santiago - Coihaique,The aircraft crashed into a volcano after the pilot reported he was diverting to Puerto Montt because of ice formation on the wings. The wreckage was found 15 days later.,30-12-1899 15:55:00,Casa 212-AB10 Aviocar,AB10-454
11,11,09-08-2000,11,,0,Burlington Township,New Jersey,,"Burlington Township, New Jersey",1,Patuxent Airways / Private,N27944 / N2225G,"Lakehurst, NY - Patuxent River, MD","The two aircraft collided over a central New Jersey subdivision, scattering debris over a wide area. The Navajo had taken off from Lakehurst Naval Air Station and the Seminole from Northeast Philadelphia Airport.  The Navajo crashed into a two-story house while the Seminole fell into a soybean field. Two pilots and seven passenger were killed on the Navajo as were a pilot instructor and his student on the Seminole. Failure of the pilots of the two airplanes to see and avoid each other and maintain proper airspace separation during visual flight rules.",30-12-1899 08:00:00,Piper Navajo PA-31/ Piper Seminole PA-44,7952056/79951271
27,27,12-08-2000,27,,0,Near Tshikapa,Congo,,"Near Tshikapa, Congo",1,Staer Air,,Kinshasa - Tshikapa,The plane was approaching Tshikapa and the pilot informed the tower that it was having difficulties with its landing gear. The tower told the pilot to do a low fly-by for an evaluation and then make an emergency landing but the pilot refused and attempted to return to Kinshasa. The plane crashed 40 miles north of Tshikapa.,,Antonov AN-26B,
2,2,14-08-2000,2,,0,Teslin Lake,British Columbia,Canada,"Teslin Lake, British Columbia, Canada",1,RCMP-GRC Air Services,C-GMPB,Teslin - Dease Lake,"The float plane took off, entered a steep climb, stalled and crashed into the water. The pilot's decision to depart from the unlit location was likely the result of the many psychological and physiological stressors encountered during the day. The pilot most likely experienced spatial disorientation precipitated by local geographiand environmental conditions and lost control of the aircraft.",30-12-1899 23:57:00,Cessna 208 Caravan I,208-00082
3,3,15-08-2000,3,,0,Lumber City,Georgia,,"Lumber City, Georgia",1,Air Taxi,N801MW,"Dothan, AL - Hazelhurst, GA",While on approach the airplane collided with trees and the ground and subsequently burst into flames.  Pilot's failure to follow instrument procedures and descended below approach minimums and collided with trees.,30-12-1899 08:25:00,Piper PA-31-350,31-8152136
143,143,23-08-2000,143,72,0,Off Manama,Bahrain,,"Off Manama, Bahrain",1,Gulf Air,A4O-EK,Cairo - Manama,"The aircraft crashed into the Persian Gulf and exploded in flames while attempting to land at Bahrain International Airport. The crew decided to perform a missed approach after it was determined the aircraft was coming in too high and fast. Instructions were given for a 180 degree turn and climb to 2,500 feet. While performing the missed approach the plane suddenly descended rapidly from an altitude of 1,000 feet and crashed into the shallow waters of the gulf approximately 1 mile from the airport. The accident was a result of a fatal combination of factors, including the captain's failure to comply with standard operating procedures and the copilot's actions in not drawing the captain's attention to the deviations of the aircraft from the standard flight parameters. The captain may have suffered a 'spatial disorientation' to ground warning systems, which could have made him falsely perceive the aircraft was pitching up. He responded by making a nose down input, resulting in the aircraft starting to descend, when aircraft warning systems were saying he should increase altitude.",30-12-1899 19:30:00,Airbus A320-212,0481
9,1,25-08-2000,1,57,0,Hilo Bay,Hawaii,,"Hilo Bay, Hawaii",1,Big Island Airlines,N923BA,Sightseeing,"The aircraft, was on an around-the-island tour when it's right engine caught fire. While attempting an emergency landing at Hilo International Airport, the plane ditched into Hilo Bay. Eight people escaped from the plane before it sank in 100 feet of water. One passenger was not able to exit the plane and drowned. Possible failure of the turbo unit on the right engine.",30-12-1899 17:30:00,Piper PA-31-350 Navajo Chieftain,31-8252024
10,10,26-08-2000,10,1644,0,Near La Fortuna,Costa Rica,,"Near La Fortuna, Costa Rica",1,SANSA,HP-1357AAP,San Jose  - La Fortuna - Tamarindo,"The plane crashed head-on into 5,360 ft. Arenal volcano, 95 miles north of San Jose shortly after taking off from La Fortuna. The pilot was flying VFR and deviated from his course by 12 miles, most likely to give passengers a view of the volcano which had erupted earlier in the week. The reason the crew did not see the volcano is not known. Possibly, with changing meteorological conditions in the area, the volcano may have been obscured by clouds. The plane, built in 1998, had been leased from Aeroperlas.",30-12-1899 12:10:00,Cessna 208B Grand Caravan I,208B-0709
7,7,02-09-2000,7,,0,Mount Montezuma,Colombia,,"Mount Montezuma, Colombia",1,Military - Fuerza Aérea Colombiana,FAC1659,,Flew into Mt. Montezuma.,,Douglas C-47,32984
8,8,04-09-2000,8,,0,Near Burketown,Australia,,"Near Burketown, Australia",1,Charter - Central Air,VH-SKC,Perth -,"Shortly after departing Perth and after the aircraft had climbed through its assigned altitude, the pilot’s speech became significantly impaired and he appeared unable to respond to ATS instructions. Open microphone transmissions over the next 8-minutes revealed the progressive deterioration of the pilot towards unconsciousness and the absence of any sounds of passenger activity in the aircraft. No human response of any kind was detected for the remainder of the flight. Five hours after taking off from Perth, the aircraft impacted the ground 65 km ESE of Burketown, Queensland, and was destroyed. Incapacitation of the pilot and passengers a result of hypobarihypoxia due to the aircraft being fully or partially unpressurised and their not receiving supplemental oxygen. The investigation could not determine the reason for the aircraft being unpressurised, or why the pilot and passengers did not receive supplemental oxygen.",30-12-1899 15:10:00,Beechcraft SKA 200,BB-47
14,14,16-09-2000,14,,0,Kumarapura,Sri Lanka,,"Kumarapura, Sri Lanka",1,Military - Sri Lanka Air Force,,Colombo - Kalmunai,"The Air Force helicopter was on a domestiflight when it cashed into mountainous terrain 75 km from Colombo. The helicopter’s pilot had contacted air trafficontrollers saying he had problems with visibility and was lowering his altitude. Sri Lanka, Muslim Congress leader M. H. M. Ashraff, 52, along with members of his entourage were killed.",30-12-1899 09:25:00,Mil Mi-17,
10,5,18-09-2000,5,181,0,Nuiqsut,Alaska,,"Nuiqsut, Alaska",1,Cape Smythe Air Service,N220CS,Deadhorse - Nuiqsut,"The belly cargo pod  lightly scraped the runway for about 40 feet, but the airplane transitioned to a climb. As the airplane began climbing away from the runway, the landing gear was observed to extend. The airplane climbed to about 100 to 150 feet above the ground, and then began a descending left turn. The airplane collided with the ground on a 095 degree heading. The wreckage path extended for about 300 feet, during which the landing gear, left wing, and the left engine separated from the airplane. A postcrash fire destroyed the fuselage, right wing, and the right engine. The pilot's failure to extend the landing gear, his improper aborted landing procedure, and inadvertent stall/mush. Factors in the accident were an improper adjustment of the landing gear warning horn system by company maintenance personnel, and the failure of the pilot to utilize the prelanding checklist.",30-12-1899 15:10:00,Piper PA-31-350 Navajo,8275013
